dataset,missing_ratio,missing_pattern,missing_pattern_label,algorithm,algorithm_label,fold_index,imputer,tuned_k,train_objects,validation_objects,test_objects,reduction_time,tuning_time,preprocessing_time,selection_pipeline_time,selected_attributes,reduction_rate,test_f1_score,test_ranking_loss,test_coverage,test_hamming_loss,chosen_features
scene,0.15,mcar,MCAR,mcb-ar,MCB-AR,1,native,1,20,0,20,0.027627625000604894,0.0,0.0,0.027627625000604894,1,99.65986394557824,0.03333333507180214,0.615,3.15,0.2333333333333333,Att2
scene,0.15,mcar,MCAR,mcb-ar,MCB-AR,2,native,1,20,0,20,0.030068792002566624,0.0,0.0,0.030068792002566624,1,99.65986394557824,0.05000000074505806,0.41,2.05,0.17499999999999996,Att3
scene,0.15,mcar,MCAR,mfs-mcdm,MFS-MCDM,1,em,6,20,4,20,0.0030390000029001385,31.100603417005914,1.0313037500018254,32.13494616701064,6,97.95918367346938,0.05000000074505806,0.505,2.65,0.19999999999999998,"Att21,Att31,Att37,Att38,Att39,Att258"
scene,0.15,mcar,MCAR,mfs-mcdm,MFS-MCDM,2,em,59,20,4,20,0.002623874999699183,30.688789332998567,1.163945499996771,31.855358707995038,59,79.93197278911565,0.0,0.42000000000000004,2.0,0.1666666666666666,"Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att29,Att30,Att31,Att34,Att35,Att36,Att38,Att40,Att41,Att42,Att47,Att49,Att58,Att59,Att62,Att64,Att66,Att67,Att70,Att73,Att74,Att75,Att77,Att81,Att92,Att107,Att127,Att129,Att134,Att135,Att137,Att144,Att174,Att255,Att268,Att289"
scene,0.15,mcar,MCAR,fimf,FIMF,1,em,3,20,4,20,0.14380900000105612,31.946492333001515,1.0652109590009786,33.15551229200355,3,98.9795918367347,0.05000000074505806,0.48875000000000013,2.55,0.1916666666666666,"Att118,Att119,Att128"
scene,0.15,mcar,MCAR,fimf,FIMF,2,missforest,15,20,4,20,0.14887637499487028,30.91768750000483,29.54133987500245,60.60790375000215,15,94.89795918367348,0.05000000074505806,0.5399999999999999,2.65,0.16666666666666663,"Att1,Att32,Att44,Att92,Att126,Att158,Att168,Att178,Att204,Att210,Att236,Att240,Att284,Att288,Att290"
scene,0.15,mcar,MCAR,ml-csfs,ML-CSFS,1,knn,3,20,4,20,0.4547415409979294,79.423027249999,0.042888584001048,79.92065737499797,3,98.9795918367347,0.0,0.44875,2.05,0.17499999999999993,"Att88,Att101,Att110"
scene,0.15,mcar,MCAR,ml-csfs,ML-CSFS,2,em,6,20,4,20,0.3773894999976619,46.03227716699621,1.1231097080017207,47.53277637499559,6,97.95918367346938,0.05000000074505806,0.5299999999999999,2.65,0.19166666666666665,"Att49,Att58,Att71,Att72,Att73,Att81"
yeast,0.05,mcar,MCAR,ours,Ours,1,native,1,20,0,20,0.007016582996584475,0.0,0.0,0.007016791001660749,1,99.02912621359224,0.5154770612716675,0.3367547928262214,9.3,0.3346153846153847,Att1
yeast,0.05,mcar,MCAR,ours,Ours,2,native,1,20,0,20,0.0056794580013956875,0.0,0.0,0.005679665999196004,1,99.02912621359224,0.4469444751739502,0.3102083333333333,8.7,0.3576923076923077,Att1
yeast,0.05,mcar,MCAR,mcb-ar,MCB-AR,1,native,1,20,0,20,0.0059248339966870844,0.0,0.0,0.0059248339966870844,1,99.02912621359224,0.5154770612716675,0.3367547928262214,9.3,0.3346153846153847,Att1
yeast,0.05,mcar,MCAR,mcb-ar,MCB-AR,2,native,1,20,0,20,0.007009832996118348,0.0,0.0,0.007009832996118348,1,99.02912621359224,0.4469444751739502,0.3102083333333333,8.7,0.3576923076923077,Att1
yeast,0.05,mcar,MCAR,mfs-mcdm,MFS-MCDM,1,missforest,2,20,4,20,0.0013348749998840503,5.3358635420008795,5.595507082995027,10.93270549999579,2,98.05825242718447,0.5029365420341492,0.29760590599876313,8.95,0.31538461538461543,"Att15,Att75"
yeast,0.05,mcar,MCAR,mfs-mcdm,MFS-MCDM,2,missforest,6,20,4,20,0.00133095800265437,6.057664624997415,6.058379583002534,12.117375166002603,6,94.1747572815534,0.42717504501342773,0.32375000000000004,9.0,0.35000000000000003,"Att16,Att22,Att55,Att69,Att72,Att85"
yeast,0.05,mcar,MCAR,fimf,FIMF,1,knn,2,20,4,20,0.21903479199681897,5.823425249996944,0.008710292000614572,6.051170333994378,2,98.05825242718447,0.4638736844062805,0.26120670995671,8.0,0.326923076923077,"Att23,Att51"
yeast,0.05,mcar,MCAR,fimf,FIMF,2,em,21,20,4,20,0.2052202910053893,6.828681375001906,0.26410349999787286,7.298005166005169,21,79.6116504854369,0.425140380859375,0.3546527777777778,9.95,0.3538461538461539,"Att2,Att5,Att10,Att15,Att16,Att19,Att20,Att22,Att25,Att43,Att46,Att47,Att58,Att61,Att62,Att65,Att82,Att93,Att94,Att96,Att100"
yeast,0.05,mcar,MCAR,ml-csfs,ML-CSFS,1,em,4,20,4,20,0.5110902909946162,8.6392516670021,0.29097108299902175,9.441313040995738,4,96.11650485436894,0.43343430757522583,0.29551136363636366,9.05,0.33461538461538465,"Att88,Att90,Att96,Att102"
yeast,0.05,mcar,MCAR,ml-csfs,ML-CSFS,2,missforest,6,20,4,20,1.0260504170000786,8.948531791000278,6.059999083001458,16.034581291001814,6,94.1747572815534,0.4111976623535156,0.29951388888888886,8.6,0.3384615384615385,"Att4,Att6,Att13,Att35,Att84,Att100"
yeast,0.1,mcar,MCAR,ours,Ours,1,native,1,20,0,20,0.008444541999779176,0.0,0.0,0.008444833998510148,1,99.02912621359224,0.5167338252067566,0.2975313079777365,8.45,0.35384615384615387,Att1
yeast,0.1,mcar,MCAR,ours,Ours,2,native,1,20,0,20,0.007984500000020489,0.0,0.0,0.007984707997820806,1,99.02912621359224,0.1498412787914276,0.30250000000000005,8.75,0.3961538461538461,Att1
yeast,0.1,mcar,MCAR,mcb-ar,MCB-AR,1,native,1,20,0,20,0.007651708998309914,0.0,0.0,0.007651708998309914,1,99.02912621359224,0.45596402883529663,0.33216875386518246,9.65,0.3538461538461539,Att2
yeast,0.1,mcar,MCAR,mcb-ar,MCB-AR,2,native,1,20,0,20,0.008396083998377435,0.0,0.0,0.008396083998377435,1,99.02912621359224,0.47638893127441406,0.27847222222222223,7.95,0.36538461538461536,Att7
yeast,0.1,mcar,MCAR,mfs-mcdm,MFS-MCDM,1,knn,6,20,4,20,0.0011699160022544675,9.611250959002064,0.011398333001125138,9.623819208005443,6,94.1747572815534,0.4713636338710785,0.2779661410018553,8.55,0.30769230769230765,"Att4,Att15,Att40,Att70,Att75,Att84"
