dataset,missing_ratio,missing_pattern,missing_pattern_label,algorithm,algorithm_label,imputer,avg_reduction_time,std_reduction_time,avg_tuning_time,std_tuning_time,avg_preprocessing_time,std_preprocessing_time,avg_selection_pipeline_time,std_selection_pipeline_time,avg_selected_attributes,std_selected_attributes,avg_reduction_rate,std_reduction_rate,avg_f1_score,std_f1_score,avg_ranking_loss,std_ranking_loss,avg_coverage,std_coverage,avg_hamming_loss,std_hamming_loss,total_runtime,folds
birds,0.05,mcar,MCAR,ours,Ours,native,0.015693270997871878,0.0030589142406128225,0.0,0.0,0.0,0.0,0.015693729499616893,0.00305903232587491,1.0,0.0,99.61538461538461,0.0,0.375,0.03535534748869708,0.5347567873303167,0.0029373905377344535,9.146853146853147,1.0779669811095611,0.09342948717948718,0.02017067420692393,0.06874195799900917,2
birds,0.05,mcar,MCAR,mcb-ar,MCB-AR,native,0.0181507294983021,0.0005307126328305546,0.0,0.0,0.0,0.0,0.0181507294983021,0.0005307126328305546,1.0,0.0,99.61538461538461,0.0,0.3766666650772095,0.037712367844820315,0.49702654371772015,0.05629601276630942,8.237762237762238,0.2076817119568878,0.1080128205128205,0.0004532735776836827,0.04225945799407782,2
birds,0.05,mcar,MCAR,mfs-mcdm,MFS-MCDM,knn,0.0028836249985033646,0.0007026873637382771,18.468328145998385,0.3318453594956842,0.021754937501100358,1.2756912618323747e-05,18.49296670849799,0.3325352899468042,9.5,4.949747468305833,96.34615384615384,1.903749026271475,0.23749999701976776,0.15909902155228833,0.5538532953974131,0.02028055871060478,9.423076923076923,0.8158924398306314,0.10384615384615384,0.005439282932204202,36.99797500000568,2
birds,0.05,mcar,MCAR,fimf,FIMF,mixed,0.8731730204999621,0.29358463675472113,21.034613083502336,2.916661323825467,10.45554789599555,14.04717580890839,32.36333399999785,17.257421769488577,16.0,14.142135623730951,93.84615384615384,5.439282932204213,0.23749999701976776,0.15909902155228833,0.5772004547739842,0.0532984281438379,9.538461538461538,0.6527139518645056,0.1080128205128205,0.0004532735776836827,67.19541445799405,2
birds,0.05,mcar,MCAR,ml-csfs,ML-CSFS,em,0.9251136039965786,1.2579226047106769,28.128979666995292,12.950185875225872,1.1950685210031224,0.08872696411381066,30.249161791994993,14.296835444050359,13.5,17.67766952966369,94.8076923076923,6.799103665255263,0.17499999701976776,0.2474873692006068,0.4765500022852964,0.039206952508200985,7.902097902097902,0.24724013328200925,0.12115384615384617,0.01903749026271476,60.78789083299489,2
birds,0.1,mcar,MCAR,ours,Ours,native,0.09612681249927846,0.09704289270752481,0.0,0.0,0.0,0.0,0.09612722949896124,0.09704277533225603,1.0,0.0,99.61538461538461,0.0,0.375,0.03535534748869708,0.526662267471091,0.008509989228080906,9.024475524475523,1.1224702051003244,0.09475524475524474,0.018295769862868707,0.2024769589988864,2
birds,0.1,mcar,MCAR,mcb-ar,MCB-AR,native,0.07205531250292552,0.0034671517330859968,0.0,0.0,0.0,0.0,0.07205531250292552,0.0034671517330859968,1.0,0.0,99.61538461538461,0.0,0.32499999552965164,0.17677668475992475,0.5353689611042552,0.09786346216792019,9.136363636363637,1.221366258413127,0.10402097902097904,0.0378277403921475,0.1604139170012786,2
birds,0.1,mcar,MCAR,mfs-mcdm,MFS-MCDM,missforest,0.0089371875001234,0.004306251307862194,29.071092624999437,0.1410980316619982,25.886937833001866,1.2362202898617345,54.96696764550143,1.3730120702158706,4.5,2.1213203435596424,98.26923076923077,0.8158924398306364,0.4166666716337204,0.09428091961205079,0.5014245966451849,0.03226524138044822,8.562937062937063,0.3609705945917337,0.09702797202797203,0.015081648130202581,111.50166383299802,2
birds,0.1,mcar,MCAR,fimf,FIMF,em,1.1943602085011662,0.04900179211607756,31.566036166499543,0.05670265731808673,1.5986056879992248,0.10045108870657277,34.359002062999934,0.10815195390858193,39.0,18.384776310850235,85.0,7.0710678118654755,0.20000000298023224,0.2828427166893039,0.5176144933497875,0.10904501839174274,8.744755244755245,0.7961132291680716,0.11009615384615384,0.0033995518326276008,69.27031695799815,2
birds,0.1,mcar,MCAR,ml-csfs,ML-CSFS,mixed,0.09467145850067027,0.10083083403424363,38.38227035399541,20.24232358086554,10.740383125001244,14.001441939775681,49.217324937497324,34.34459635467547,3.5,3.5355339059327378,98.65384615384616,1.3598207330510506,0.172500004991889,0.1803122390017119,0.4970308286484757,0.07730940415955082,8.20979020979021,0.682382767858346,0.13846153846153847,0.03807498052542949,99.24671745800151,2
